534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534460.192815841	4514274.03157058	16579.4580037361	0	0	9539.69092569179	4545756.82222011
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
552138.266345893	4494673.33752466	21835.0928669253	0	5.82076609134674E-10	17917.852905629	4528413.92043068
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534966.992817671	4514190.54412689	16109.1514915576	0	2.3283064365387E-10	9048.42720091378	4545733.5244801
534460.192815841	4514274.03157058	16579.4580037361	0	0	9539.69092569179	4545756.82222011
562528.275164134	4534321.01542035	741.334374065689	0	1.16415321826935E-09	1351.2943882346	4569035.85154695
562514.17799849	4534522.23909962	539.623367648779	5.56079789732603E-294	0	1370.69193617471	4569233.80923316
562514.17799849	4534522.23909962	539.623367648779	5.56079789732603E-294	0	1370.69193617471	4569233.80923316
562514.17799849	4534522.23909962	539.623367648779	5.56079789732603E-294	0	1370.69193617471	4569233.80923316
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534460.192815841	4514274.03157058	16579.4580037361	0	0	9539.69092569179	4545756.82222011
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
534966.992817671	4514190.54412689	16109.1514915576	0	2.3283064365387E-10	9048.42720091378	4545733.5244801
534625.598675093	4514263.75758195	16421.5161623042	0	0	9386.58823256372	4545766.06837736
534716.905015511	4514258.08619698	16334.3961249833	0	1.16415321826935E-10	9302.2587274696	4545771.17496513
552138.266345893	4494673.33752466	21835.0928669253	0	5.82076609134674E-10	17917.852905629	4528413.92043068
