551838.107483787	4494910.5398537	21586.4358545776	0	1.40182610819958E-09	17561.6713093164	4528612.7700552
552495.076595871	4494366.1850324	22160.7836528954	0	0	18364.2278862704	4528152.57805789
563665.699734667	4539289.98726117	42.7312216763435	1.31643287117134E-111	0	5666.32294096534	4574107.08150948
550020.502172694	4499793.02408285	16730.7902254495	0	0	12455.8127690168	4533238.03914132
550302.826887119	4498561.59741228	17944.130463349	0	1.16415321826935E-10	13641.702661105	4532049.98126007
562453.772600778	4535269.02467074	116.28902667156	7.4325513383572E-138	4.65661287307739E-10	1662.99650428384	4569967.48151683
551271.560459323	4495452.24917801	21034.012934676	0	2.553187333916E-09	16810.4994686374	4529081.45451008
561818.000300835	4498549.55058002	20870.9343638425	0	0	21665.8691062656	4533450.56171873
549914.817662966	4499958.02187539	16573.6880989197	0	0	12259.9315764237	4533388.99801491
562605.884319195	4535458.23477676	209.556027696043	7.5340540845096E-35	0	1901.83766683235	4570173.97508417
563606.610117389	4538843.57205303	7.38852208508345	1.14889713931633E-08	0	5241.09504464086	4573656.78723773
562539.0176326	4535375.06003525	181.697865880886	2.41547139313343E-79	1.40182610819958E-09	1796.71584841398	4570083.20227839
552514.511148638	4520003.20418404	1801.92578842148	0	5.0274708498477E-09	1409.73788585134	4553601.50897492
563568.348903295	4538554.51301626	11.1042703876809	7.27015842160774E-12	0	4968.11322036385	4573365.21646372
551365.361842282	4495352.66254087	21134.3616182745	0	3.95126704789632E-09	16943.284867853	4528994.02595504
552696.356961781	4520201.67590654	2067.07240442748	0	1.23751184585675E-09	1220.60744096651	4553820.57999758
552013.595958257	4494765.1327175	21738.0623582024	0	0	17775.5872286226	4528489.8331931
563641.357058752	4539106.08116674	23.8218358924442	7.42258907082821E-114	0	5490.66080877124	4573921.57738796
